Config,Features,Scaler,Method,PCA_Components,Clusters,Silhouette,DBSCAN_eps,DBSCAN_min_samples,Noise_points,Age_Group,Subset_Size
KMeans_StandardScaler_Age+Purchase Amount (USD)_k2,Age+Purchase Amount (USD),StandardScaler,KMeans,,2,0.35755873022742507,,,,,
AgglomerativeClustering_StandardScaler_Age+Purchase Amount (USD)_k2,Age+Purchase Amount (USD),StandardScaler,AgglomerativeClustering,,2,0.3327724511758709,,,,,
KMeans_StandardScaler_Age+Purchase Amount (USD)_k3,Age+Purchase Amount (USD),StandardScaler,KMeans,,3,0.3818206152922139,,,,,
AgglomerativeClustering_StandardScaler_Age+Purchase Amount (USD)_k3,Age+Purchase Amount (USD),StandardScaler,AgglomerativeClustering,,3,0.3365530611455608,,,,,
KMeans_StandardScaler_Age+Purchase Amount (USD)_k4,Age+Purchase Amount (USD),StandardScaler,KMeans,,4,0.4137636049383981,,,,,
AgglomerativeClustering_StandardScaler_Age+Purchase Amount (USD)_k4,Age+Purchase Amount (USD),StandardScaler,AgglomerativeClustering,,4,0.37239634629595514,,,,,
KMeans_StandardScaler_Age+Purchase Amount (USD)_k5,Age+Purchase Amount (USD),StandardScaler,KMeans,,5,0.3963557075034362,,,,,
AgglomerativeClustering_StandardScaler_Age+Purchase Amount (USD)_k5,Age+Purchase Amount (USD),StandardScaler,AgglomerativeClustering,,5,0.34817248443743887,,,,,
KMeans_StandardScaler_Age+Purchase Amount (USD)_k6,Age+Purchase Amount (USD),StandardScaler,KMeans,,6,0.3812396089879342,,,,,
AgglomerativeClustering_StandardScaler_Age+Purchase Amount (USD)_k6,Age+Purchase Amount (USD),StandardScaler,AgglomerativeClustering,,6,0.32071732859078683,,,,,
KMeans_StandardScaler_Age+Purchase Amount (USD)_k7,Age+Purchase Amount (USD),StandardScaler,KMeans,,7,0.37447179185202534,,,,,
AgglomerativeClustering_StandardScaler_Age+Purchase Amount (USD)_k7,Age+Purchase Amount (USD),StandardScaler,AgglomerativeClustering,,7,0.3290101182544929,,,,,
KMeans_StandardScaler_Age+Purchase Amount (USD)_k8,Age+Purchase Amount (USD),StandardScaler,KMeans,,8,0.3638423021702658,,,,,
AgglomerativeClustering_StandardScaler_Age+Purchase Amount (USD)_k8,Age+Purchase Amount (USD),StandardScaler,AgglomerativeClustering,,8,0.31156117323738597,,,,,
KMeans_StandardScaler_Age+Purchase Amount (USD)_k9,Age+Purchase Amount (USD),StandardScaler,KMeans,,9,0.37030080717560976,,,,,
AgglomerativeClustering_StandardScaler_Age+Purchase Amount (USD)_k9,Age+Purchase Amount (USD),StandardScaler,AgglomerativeClustering,,9,0.31148552938897056,,,,,
KMeans_StandardScaler_Age+Purchase Amount (USD)_k10,Age+Purchase Amount (USD),StandardScaler,KMeans,,10,0.3651106261210246,,,,,
AgglomerativeClustering_StandardScaler_Age+Purchase Amount (USD)_k10,Age+Purchase Amount (USD),StandardScaler,AgglomerativeClustering,,10,0.30777520435334155,,,,,
KMeans_StandardScaler_Age+Purchase Amount (USD)_k2,Age+Purchase Amount (USD),StandardScaler,KMeans,,2,0.35755873022742507,,,,,
AgglomerativeClustering_StandardScaler_Age+Purchase Amount (USD)_k2,Age+Purchase Amount (USD),StandardScaler,AgglomerativeClustering,,2,0.3327724511758709,,,,,
KMeans_StandardScaler_Age+Purchase Amount (USD)_k3,Age+Purchase Amount (USD),StandardScaler,KMeans,,3,0.3818206152922139,,,,,
AgglomerativeClustering_StandardScaler_Age+Purchase Amount (USD)_k3,Age+Purchase Amount (USD),StandardScaler,AgglomerativeClustering,,3,0.3365530611455608,,,,,
KMeans_StandardScaler_Age+Purchase Amount (USD)_k4,Age+Purchase Amount (USD),StandardScaler,KMeans,,4,0.4137636049383981,,,,,
AgglomerativeClustering_StandardScaler_Age+Purchase Amount (USD)_k4,Age+Purchase Amount (USD),StandardScaler,AgglomerativeClustering,,4,0.37239634629595514,,,,,
KMeans_StandardScaler_Age+Purchase Amount (USD)_k5,Age+Purchase Amount (USD),StandardScaler,KMeans,,5,0.3963557075034362,,,,,
AgglomerativeClustering_StandardScaler_Age+Purchase Amount (USD)_k5,Age+Purchase Amount (USD),StandardScaler,AgglomerativeClustering,,5,0.34817248443743887,,,,,
KMeans_StandardScaler_Age+Purchase Amount (USD)_k6,Age+Purchase Amount (USD),StandardScaler,KMeans,,6,0.3812396089879342,,,,,
AgglomerativeClustering_StandardScaler_Age+Purchase Amount (USD)_k6,Age+Purchase Amount (USD),StandardScaler,AgglomerativeClustering,,6,0.32071732859078683,,,,,
KMeans_StandardScaler_Age+Purchase Amount (USD)_k7,Age+Purchase Amount (USD),StandardScaler,KMeans,,7,0.37447179185202534,,,,,
AgglomerativeClustering_StandardScaler_Age+Purchase Amount (USD)_k7,Age+Purchase Amount (USD),StandardScaler,AgglomerativeClustering,,7,0.3290101182544929,,,,,
KMeans_StandardScaler_Age+Purchase Amount (USD)_k8,Age+Purchase Amount (USD),StandardScaler,KMeans,,8,0.3638423021702658,,,,,
AgglomerativeClustering_StandardScaler_Age+Purchase Amount (USD)_k8,Age+Purchase Amount (USD),StandardScaler,AgglomerativeClustering,,8,0.31156117323738597,,,,,
KMeans_StandardScaler_Age+Purchase Amount (USD)_k9,Age+Purchase Amount (USD),StandardScaler,KMeans,,9,0.37030080717560976,,,,,
AgglomerativeClustering_StandardScaler_Age+Purchase Amount (USD)_k9,Age+Purchase Amount (USD),StandardScaler,AgglomerativeClustering,,9,0.31148552938897056,,,,,
KMeans_StandardScaler_Age+Purchase Amount (USD)_k10,Age+Purchase Amount (USD),StandardScaler,KMeans,,10,0.3651106261210246,,,,,
AgglomerativeClustering_StandardScaler_Age+Purchase Amount (USD)_k10,Age+Purchase Amount (USD),StandardScaler,AgglomerativeClustering,,10,0.30777520435334155,,,,,
KMeans_MinMaxScaler_Age+Purchase Amount (USD)_k2,Age+Purchase Amount (USD),MinMaxScaler,KMeans,,2,0.3603101283295795,,,,,
AgglomerativeClustering_MinMaxScaler_Age+Purchase Amount (USD)_k2,Age+Purchase Amount (USD),MinMaxScaler,AgglomerativeClustering,,2,0.33255005137940447,,,,,
KMeans_MinMaxScaler_Age+Purchase Amount (USD)_k3,Age+Purchase Amount (USD),MinMaxScaler,KMeans,,3,0.38278348620066743,,,,,
AgglomerativeClustering_MinMaxScaler_Age+Purchase Amount (USD)_k3,Age+Purchase Amount (USD),MinMaxScaler,AgglomerativeClustering,,3,0.3403405016984919,,,,,
KMeans_MinMaxScaler_Age+Purchase Amount (USD)_k4,Age+Purchase Amount (USD),MinMaxScaler,KMeans,,4,0.41372613542761455,,,,,
AgglomerativeClustering_MinMaxScaler_Age+Purchase Amount (USD)_k4,Age+Purchase Amount (USD),MinMaxScaler,AgglomerativeClustering,,4,0.35009510587153203,,,,,
KMeans_MinMaxScaler_Age+Purchase Amount (USD)_k5,Age+Purchase Amount (USD),MinMaxScaler,KMeans,,5,0.3963696000874815,,,,,
AgglomerativeClustering_MinMaxScaler_Age+Purchase Amount (USD)_k5,Age+Purchase Amount (USD),MinMaxScaler,AgglomerativeClustering,,5,0.3301209542600473,,,,,
KMeans_MinMaxScaler_Age+Purchase Amount (USD)_k6,Age+Purchase Amount (USD),MinMaxScaler,KMeans,,6,0.3808139157855018,,,,,
AgglomerativeClustering_MinMaxScaler_Age+Purchase Amount (USD)_k6,Age+Purchase Amount (USD),MinMaxScaler,AgglomerativeClustering,,6,0.3340973992836285,,,,,
KMeans_MinMaxScaler_Age+Purchase Amount (USD)_k7,Age+Purchase Amount (USD),MinMaxScaler,KMeans,,7,0.37589041885195446,,,,,
AgglomerativeClustering_MinMaxScaler_Age+Purchase Amount (USD)_k7,Age+Purchase Amount (USD),MinMaxScaler,AgglomerativeClustering,,7,0.30299540255742446,,,,,
KMeans_MinMaxScaler_Age+Purchase Amount (USD)_k8,Age+Purchase Amount (USD),MinMaxScaler,KMeans,,8,0.36334119417809535,,,,,
AgglomerativeClustering_MinMaxScaler_Age+Purchase Amount (USD)_k8,Age+Purchase Amount (USD),MinMaxScaler,AgglomerativeClustering,,8,0.3042084021245411,,,,,
KMeans_MinMaxScaler_Age+Purchase Amount (USD)_k9,Age+Purchase Amount (USD),MinMaxScaler,KMeans,,9,0.37000184907296607,,,,,
AgglomerativeClustering_MinMaxScaler_Age+Purchase Amount (USD)_k9,Age+Purchase Amount (USD),MinMaxScaler,AgglomerativeClustering,,9,0.3044633059468635,,,,,
KMeans_MinMaxScaler_Age+Purchase Amount (USD)_k10,Age+Purchase Amount (USD),MinMaxScaler,KMeans,,10,0.3701400228334,,,,,
AgglomerativeClustering_MinMaxScaler_Age+Purchase Amount (USD)_k10,Age+Purchase Amount (USD),MinMaxScaler,AgglomerativeClustering,,10,0.31325717084107535,,,,,
KMeans_MinMaxScaler_Age+Purchase Amount (USD)_k2,Age+Purchase Amount (USD),MinMaxScaler,KMeans,,2,0.3603101283295795,,,,,
AgglomerativeClustering_MinMaxScaler_Age+Purchase Amount (USD)_k2,Age+Purchase Amount (USD),MinMaxScaler,AgglomerativeClustering,,2,0.33255005137940447,,,,,
KMeans_MinMaxScaler_Age+Purchase Amount (USD)_k3,Age+Purchase Amount (USD),MinMaxScaler,KMeans,,3,0.38278348620066743,,,,,
AgglomerativeClustering_MinMaxScaler_Age+Purchase Amount (USD)_k3,Age+Purchase Amount (USD),MinMaxScaler,AgglomerativeClustering,,3,0.3403405016984919,,,,,
KMeans_MinMaxScaler_Age+Purchase Amount (USD)_k4,Age+Purchase Amount (USD),MinMaxScaler,KMeans,,4,0.41372613542761455,,,,,
AgglomerativeClustering_MinMaxScaler_Age+Purchase Amount (USD)_k4,Age+Purchase Amount (USD),MinMaxScaler,AgglomerativeClustering,,4,0.35009510587153203,,,,,
KMeans_MinMaxScaler_Age+Purchase Amount (USD)_k5,Age+Purchase Amount (USD),MinMaxScaler,KMeans,,5,0.3963696000874815,,,,,
AgglomerativeClustering_MinMaxScaler_Age+Purchase Amount (USD)_k5,Age+Purchase Amount (USD),MinMaxScaler,AgglomerativeClustering,,5,0.3301209542600473,,,,,
KMeans_MinMaxScaler_Age+Purchase Amount (USD)_k6,Age+Purchase Amount (USD),MinMaxScaler,KMeans,,6,0.3808139157855018,,,,,
AgglomerativeClustering_MinMaxScaler_Age+Purchase Amount (USD)_k6,Age+Purchase Amount (USD),MinMaxScaler,AgglomerativeClustering,,6,0.3340973992836285,,,,,
KMeans_MinMaxScaler_Age+Purchase Amount (USD)_k7,Age+Purchase Amount (USD),MinMaxScaler,KMeans,,7,0.37589041885195446,,,,,
AgglomerativeClustering_MinMaxScaler_Age+Purchase Amount (USD)_k7,Age+Purchase Amount (USD),MinMaxScaler,AgglomerativeClustering,,7,0.30299540255742446,,,,,
KMeans_MinMaxScaler_Age+Purchase Amount (USD)_k8,Age+Purchase Amount (USD),MinMaxScaler,KMeans,,8,0.36334119417809535,,,,,
AgglomerativeClustering_MinMaxScaler_Age+Purchase Amount (USD)_k8,Age+Purchase Amount (USD),MinMaxScaler,AgglomerativeClustering,,8,0.3042084021245411,,,,,
KMeans_MinMaxScaler_Age+Purchase Amount (USD)_k9,Age+Purchase Amount (USD),MinMaxScaler,KMeans,,9,0.37000184907296607,,,,,
AgglomerativeClustering_MinMaxScaler_Age+Purchase Amount (USD)_k9,Age+Purchase Amount (USD),MinMaxScaler,AgglomerativeClustering,,9,0.3044633059468635,,,,,
KMeans_MinMaxScaler_Age+Purchase Amount (USD)_k10,Age+Purchase Amount (USD),MinMaxScaler,KMeans,,10,0.3701400228334,,,,,
AgglomerativeClustering_MinMaxScaler_Age+Purchase Amount (USD)_k10,Age+Purchase Amount (USD),MinMaxScaler,AgglomerativeClustering,,10,0.31325717084107535,,,,,
KMeans_RobustScaler_Age+Purchase Amount (USD)_k2,Age+Purchase Amount (USD),RobustScaler,KMeans,,2,0.36242488032030534,,,,,
AgglomerativeClustering_RobustScaler_Age+Purchase Amount (USD)_k2,Age+Purchase Amount (USD),RobustScaler,AgglomerativeClustering,,2,0.3138447764802259,,,,,
KMeans_RobustScaler_Age+Purchase Amount (USD)_k3,Age+Purchase Amount (USD),RobustScaler,KMeans,,3,0.38394160561870994,,,,,
AgglomerativeClustering_RobustScaler_Age+Purchase Amount (USD)_k3,Age+Purchase Amount (USD),RobustScaler,AgglomerativeClustering,,3,0.3484001972211039,,,,,
KMeans_RobustScaler_Age+Purchase Amount (USD)_k4,Age+Purchase Amount (USD),RobustScaler,KMeans,,4,0.4134865265054777,,,,,
AgglomerativeClustering_RobustScaler_Age+Purchase Amount (USD)_k4,Age+Purchase Amount (USD),RobustScaler,AgglomerativeClustering,,4,0.36569496751418673,,,,,
KMeans_RobustScaler_Age+Purchase Amount (USD)_k5,Age+Purchase Amount (USD),RobustScaler,KMeans,,5,0.38846497281115716,,,,,
AgglomerativeClustering_RobustScaler_Age+Purchase Amount (USD)_k5,Age+Purchase Amount (USD),RobustScaler,AgglomerativeClustering,,5,0.3230119478885623,,,,,
KMeans_RobustScaler_Age+Purchase Amount (USD)_k6,Age+Purchase Amount (USD),RobustScaler,KMeans,,6,0.3805196016501763,,,,,
AgglomerativeClustering_RobustScaler_Age+Purchase Amount (USD)_k6,Age+Purchase Amount (USD),RobustScaler,AgglomerativeClustering,,6,0.32724143254411814,,,,,
KMeans_RobustScaler_Age+Purchase Amount (USD)_k7,Age+Purchase Amount (USD),RobustScaler,KMeans,,7,0.373958094603534,,,,,
AgglomerativeClustering_RobustScaler_Age+Purchase Amount (USD)_k7,Age+Purchase Amount (USD),RobustScaler,AgglomerativeClustering,,7,0.3109154214675266,,,,,
KMeans_RobustScaler_Age+Purchase Amount (USD)_k8,Age+Purchase Amount (USD),RobustScaler,KMeans,,8,0.36312791793216526,,,,,
AgglomerativeClustering_RobustScaler_Age+Purchase Amount (USD)_k8,Age+Purchase Amount (USD),RobustScaler,AgglomerativeClustering,,8,0.320643081726719,,,,,
KMeans_RobustScaler_Age+Purchase Amount (USD)_k9,Age+Purchase Amount (USD),RobustScaler,KMeans,,9,0.37079002693839824,,,,,
AgglomerativeClustering_RobustScaler_Age+Purchase Amount (USD)_k9,Age+Purchase Amount (USD),RobustScaler,AgglomerativeClustering,,9,0.31721836063898023,,,,,
KMeans_RobustScaler_Age+Purchase Amount (USD)_k10,Age+Purchase Amount (USD),RobustScaler,KMeans,,10,0.36560696385092684,,,,,
AgglomerativeClustering_RobustScaler_Age+Purchase Amount (USD)_k10,Age+Purchase Amount (USD),RobustScaler,AgglomerativeClustering,,10,0.308808627214263,,,,,
KMeans_RobustScaler_Age+Purchase Amount (USD)_k2,Age+Purchase Amount (USD),RobustScaler,KMeans,,2,0.36242488032030534,,,,,
AgglomerativeClustering_RobustScaler_Age+Purchase Amount (USD)_k2,Age+Purchase Amount (USD),RobustScaler,AgglomerativeClustering,,2,0.3138447764802259,,,,,
KMeans_RobustScaler_Age+Purchase Amount (USD)_k3,Age+Purchase Amount (USD),RobustScaler,KMeans,,3,0.38394160561870994,,,,,
AgglomerativeClustering_RobustScaler_Age+Purchase Amount (USD)_k3,Age+Purchase Amount (USD),RobustScaler,AgglomerativeClustering,,3,0.3484001972211039,,,,,
KMeans_RobustScaler_Age+Purchase Amount (USD)_k4,Age+Purchase Amount (USD),RobustScaler,KMeans,,4,0.4134865265054777,,,,,
AgglomerativeClustering_RobustScaler_Age+Purchase Amount (USD)_k4,Age+Purchase Amount (USD),RobustScaler,AgglomerativeClustering,,4,0.36569496751418673,,,,,
KMeans_RobustScaler_Age+Purchase Amount (USD)_k5,Age+Purchase Amount (USD),RobustScaler,KMeans,,5,0.38846497281115716,,,,,
AgglomerativeClustering_RobustScaler_Age+Purchase Amount (USD)_k5,Age+Purchase Amount (USD),RobustScaler,AgglomerativeClustering,,5,0.3230119478885623,,,,,
KMeans_RobustScaler_Age+Purchase Amount (USD)_k6,Age+Purchase Amount (USD),RobustScaler,KMeans,,6,0.3805196016501763,,,,,
AgglomerativeClustering_RobustScaler_Age+Purchase Amount (USD)_k6,Age+Purchase Amount (USD),RobustScaler,AgglomerativeClustering,,6,0.32724143254411814,,,,,
KMeans_RobustScaler_Age+Purchase Amount (USD)_k7,Age+Purchase Amount (USD),RobustScaler,KMeans,,7,0.373958094603534,,,,,
AgglomerativeClustering_RobustScaler_Age+Purchase Amount (USD)_k7,Age+Purchase Amount (USD),RobustScaler,AgglomerativeClustering,,7,0.3109154214675266,,,,,
KMeans_RobustScaler_Age+Purchase Amount (USD)_k8,Age+Purchase Amount (USD),RobustScaler,KMeans,,8,0.36312791793216526,,,,,
AgglomerativeClustering_RobustScaler_Age+Purchase Amount (USD)_k8,Age+Purchase Amount (USD),RobustScaler,AgglomerativeClustering,,8,0.320643081726719,,,,,
KMeans_RobustScaler_Age+Purchase Amount (USD)_k9,Age+Purchase Amount (USD),RobustScaler,KMeans,,9,0.37079002693839824,,,,,
AgglomerativeClustering_RobustScaler_Age+Purchase Amount (USD)_k9,Age+Purchase Amount (USD),RobustScaler,AgglomerativeClustering,,9,0.31721836063898023,,,,,
KMeans_RobustScaler_Age+Purchase Amount (USD)_k10,Age+Purchase Amount (USD),RobustScaler,KMeans,,10,0.36560696385092684,,,,,
AgglomerativeClustering_RobustScaler_Age+Purchase Amount (USD)_k10,Age+Purchase Amount (USD),RobustScaler,AgglomerativeClustering,,10,0.308808627214263,,,,,
KMeans_StandardScaler_Purchase Amount (USD)+Previous Purchases_k2,Purchase Amount (USD)+Previous Purchases,StandardScaler,KMeans,,2,0.35706822777462827,,,,,
AgglomerativeClustering_StandardScaler_Purchase Amount (USD)+Previous Purchases_k2,Purchase Amount (USD)+Previous Purchases,StandardScaler,AgglomerativeClustering,,2,0.3292136066565678,,,,,
KMeans_StandardScaler_Purchase Amount (USD)+Previous Purchases_k3,Purchase Amount (USD)+Previous Purchases,StandardScaler,KMeans,,3,0.37886161184626804,,,,,
AgglomerativeClustering_StandardScaler_Purchase Amount (USD)+Previous Purchases_k3,Purchase Amount (USD)+Previous Purchases,StandardScaler,AgglomerativeClustering,,3,0.3608800258928554,,,,,
KMeans_StandardScaler_Purchase Amount (USD)+Previous Purchases_k4,Purchase Amount (USD)+Previous Purchases,StandardScaler,KMeans,,4,0.40971125513195267,,,,,
AgglomerativeClustering_StandardScaler_Purchase Amount (USD)+Previous Purchases_k4,Purchase Amount (USD)+Previous Purchases,StandardScaler,AgglomerativeClustering,,4,0.36174173514183605,,,,,
KMeans_StandardScaler_Purchase Amount (USD)+Previous Purchases_k5,Purchase Amount (USD)+Previous Purchases,StandardScaler,KMeans,,5,0.3953478825807847,,,,,
AgglomerativeClustering_StandardScaler_Purchase Amount (USD)+Previous Purchases_k5,Purchase Amount (USD)+Previous Purchases,StandardScaler,AgglomerativeClustering,,5,0.3391177762741562,,,,,
KMeans_StandardScaler_Purchase Amount (USD)+Previous Purchases_k6,Purchase Amount (USD)+Previous Purchases,StandardScaler,KMeans,,6,0.37706136439655286,,,,,
AgglomerativeClustering_StandardScaler_Purchase Amount (USD)+Previous Purchases_k6,Purchase Amount (USD)+Previous Purchases,StandardScaler,AgglomerativeClustering,,6,0.32149699391866027,,,,,
KMeans_StandardScaler_Purchase Amount (USD)+Previous Purchases_k7,Purchase Amount (USD)+Previous Purchases,StandardScaler,KMeans,,7,0.3737475774105971,,,,,
AgglomerativeClustering_StandardScaler_Purchase Amount (USD)+Previous Purchases_k7,Purchase Amount (USD)+Previous Purchases,StandardScaler,AgglomerativeClustering,,7,0.2979677473133925,,,,,
KMeans_StandardScaler_Purchase Amount (USD)+Previous Purchases_k8,Purchase Amount (USD)+Previous Purchases,StandardScaler,KMeans,,8,0.37886796693017877,,,,,
AgglomerativeClustering_StandardScaler_Purchase Amount (USD)+Previous Purchases_k8,Purchase Amount (USD)+Previous Purchases,StandardScaler,AgglomerativeClustering,,8,0.3068085537939266,,,,,
KMeans_StandardScaler_Purchase Amount (USD)+Previous Purchases_k9,Purchase Amount (USD)+Previous Purchases,StandardScaler,KMeans,,9,0.3744582048206139,,,,,
AgglomerativeClustering_StandardScaler_Purchase Amount (USD)+Previous Purchases_k9,Purchase Amount (USD)+Previous Purchases,StandardScaler,AgglomerativeClustering,,9,0.3158913528058896,,,,,
KMeans_StandardScaler_Purchase Amount (USD)+Previous Purchases_k10,Purchase Amount (USD)+Previous Purchases,StandardScaler,KMeans,,10,0.37723250911735656,,,,,
AgglomerativeClustering_StandardScaler_Purchase Amount (USD)+Previous Purchases_k10,Purchase Amount (USD)+Previous Purchases,StandardScaler,AgglomerativeClustering,,10,0.32029626731205346,,,,,
KMeans_StandardScaler_Purchase Amount (USD)+Previous Purchases_k2,Purchase Amount (USD)+Previous Purchases,StandardScaler,KMeans,,2,0.35706822777462827,,,,,
AgglomerativeClustering_StandardScaler_Purchase Amount (USD)+Previous Purchases_k2,Purchase Amount (USD)+Previous Purchases,StandardScaler,AgglomerativeClustering,,2,0.3292136066565678,,,,,
KMeans_StandardScaler_Purchase Amount (USD)+Previous Purchases_k3,Purchase Amount (USD)+Previous Purchases,StandardScaler,KMeans,,3,0.37886161184626804,,,,,
AgglomerativeClustering_StandardScaler_Purchase Amount (USD)+Previous Purchases_k3,Purchase Amount (USD)+Previous Purchases,StandardScaler,AgglomerativeClustering,,3,0.3608800258928554,,,,,
KMeans_StandardScaler_Purchase Amount (USD)+Previous Purchases_k4,Purchase Amount (USD)+Previous Purchases,StandardScaler,KMeans,,4,0.40971125513195267,,,,,
AgglomerativeClustering_StandardScaler_Purchase Amount (USD)+Previous Purchases_k4,Purchase Amount (USD)+Previous Purchases,StandardScaler,AgglomerativeClustering,,4,0.36174173514183605,,,,,
KMeans_StandardScaler_Purchase Amount (USD)+Previous Purchases_k5,Purchase Amount (USD)+Previous Purchases,StandardScaler,KMeans,,5,0.3953478825807847,,,,,
AgglomerativeClustering_StandardScaler_Purchase Amount (USD)+Previous Purchases_k5,Purchase Amount (USD)+Previous Purchases,StandardScaler,AgglomerativeClustering,,5,0.3391177762741562,,,,,
KMeans_StandardScaler_Purchase Amount (USD)+Previous Purchases_k6,Purchase Amount (USD)+Previous Purchases,StandardScaler,KMeans,,6,0.37706136439655286,,,,,
AgglomerativeClustering_StandardScaler_Purchase Amount (USD)+Previous Purchases_k6,Purchase Amount (USD)+Previous Purchases,StandardScaler,AgglomerativeClustering,,6,0.32149699391866027,,,,,
KMeans_StandardScaler_Purchase Amount (USD)+Previous Purchases_k7,Purchase Amount (USD)+Previous Purchases,StandardScaler,KMeans,,7,0.3737475774105971,,,,,
AgglomerativeClustering_StandardScaler_Purchase Amount (USD)+Previous Purchases_k7,Purchase Amount (USD)+Previous Purchases,StandardScaler,AgglomerativeClustering,,7,0.2979677473133925,,,,,
KMeans_StandardScaler_Purchase Amount (USD)+Previous Purchases_k8,Purchase Amount (USD)+Previous Purchases,StandardScaler,KMeans,,8,0.37886796693017877,,,,,
AgglomerativeClustering_StandardScaler_Purchase Amount (USD)+Previous Purchases_k8,Purchase Amount (USD)+Previous Purchases,StandardScaler,AgglomerativeClustering,,8,0.3068085537939266,,,,,
KMeans_StandardScaler_Purchase Amount (USD)+Previous Purchases_k9,Purchase Amount (USD)+Previous Purchases,StandardScaler,KMeans,,9,0.3744582048206139,,,,,
AgglomerativeClustering_StandardScaler_Purchase Amount (USD)+Previous Purchases_k9,Purchase Amount (USD)+Previous Purchases,StandardScaler,AgglomerativeClustering,,9,0.3158913528058896,,,,,
KMeans_StandardScaler_Purchase Amount (USD)+Previous Purchases_k10,Purchase Amount (USD)+Previous Purchases,StandardScaler,KMeans,,10,0.37723250911735656,,,,,
AgglomerativeClustering_StandardScaler_Purchase Amount (USD)+Previous Purchases_k10,Purchase Amount (USD)+Previous Purchases,StandardScaler,AgglomerativeClustering,,10,0.32029626731205346,,,,,
KMeans_MinMaxScaler_Purchase Amount (USD)+Previous Purchases_k2,Purchase Amount (USD)+Previous Purchases,MinMaxScaler,KMeans,,2,0.35800273107157526,,,,,
AgglomerativeClustering_MinMaxScaler_Purchase Amount (USD)+Previous Purchases_k2,Purchase Amount (USD)+Previous Purchases,MinMaxScaler,AgglomerativeClustering,,2,0.3460407251913387,,,,,
KMeans_MinMaxScaler_Purchase Amount (USD)+Previous Purchases_k3,Purchase Amount (USD)+Previous Purchases,MinMaxScaler,KMeans,,3,0.37912315736385527,,,,,
AgglomerativeClustering_MinMaxScaler_Purchase Amount (USD)+Previous Purchases_k3,Purchase Amount (USD)+Previous Purchases,MinMaxScaler,AgglomerativeClustering,,3,0.3363337215544232,,,,,
KMeans_MinMaxScaler_Purchase Amount (USD)+Previous Purchases_k4,Purchase Amount (USD)+Previous Purchases,MinMaxScaler,KMeans,,4,0.40971728181695083,,,,,
AgglomerativeClustering_MinMaxScaler_Purchase Amount (USD)+Previous Purchases_k4,Purchase Amount (USD)+Previous Purchases,MinMaxScaler,AgglomerativeClustering,,4,0.38272132653631474,,,,,
KMeans_MinMaxScaler_Purchase Amount (USD)+Previous Purchases_k5,Purchase Amount (USD)+Previous Purchases,MinMaxScaler,KMeans,,5,0.3948313718708183,,,,,
AgglomerativeClustering_MinMaxScaler_Purchase Amount (USD)+Previous Purchases_k5,Purchase Amount (USD)+Previous Purchases,MinMaxScaler,AgglomerativeClustering,,5,0.3688115486836861,,,,,
KMeans_MinMaxScaler_Purchase Amount (USD)+Previous Purchases_k6,Purchase Amount (USD)+Previous Purchases,MinMaxScaler,KMeans,,6,0.3769103517382641,,,,,
AgglomerativeClustering_MinMaxScaler_Purchase Amount (USD)+Previous Purchases_k6,Purchase Amount (USD)+Previous Purchases,MinMaxScaler,AgglomerativeClustering,,6,0.3391001881290696,,,,,
KMeans_MinMaxScaler_Purchase Amount (USD)+Previous Purchases_k7,Purchase Amount (USD)+Previous Purchases,MinMaxScaler,KMeans,,7,0.37344395885383486,,,,,
AgglomerativeClustering_MinMaxScaler_Purchase Amount (USD)+Previous Purchases_k7,Purchase Amount (USD)+Previous Purchases,MinMaxScaler,AgglomerativeClustering,,7,0.31242944311131854,,,,,
KMeans_MinMaxScaler_Purchase Amount (USD)+Previous Purchases_k8,Purchase Amount (USD)+Previous Purchases,MinMaxScaler,KMeans,,8,0.3786728361249593,,,,,
AgglomerativeClustering_MinMaxScaler_Purchase Amount (USD)+Previous Purchases_k8,Purchase Amount (USD)+Previous Purchases,MinMaxScaler,AgglomerativeClustering,,8,0.279284786628203,,,,,
KMeans_MinMaxScaler_Purchase Amount (USD)+Previous Purchases_k9,Purchase Amount (USD)+Previous Purchases,MinMaxScaler,KMeans,,9,0.3753674637666469,,,,,
AgglomerativeClustering_MinMaxScaler_Purchase Amount (USD)+Previous Purchases_k9,Purchase Amount (USD)+Previous Purchases,MinMaxScaler,AgglomerativeClustering,,9,0.28566087541712143,,,,,
KMeans_MinMaxScaler_Purchase Amount (USD)+Previous Purchases_k10,Purchase Amount (USD)+Previous Purchases,MinMaxScaler,KMeans,,10,0.37584362438081803,,,,,
AgglomerativeClustering_MinMaxScaler_Purchase Amount (USD)+Previous Purchases_k10,Purchase Amount (USD)+Previous Purchases,MinMaxScaler,AgglomerativeClustering,,10,0.2746187702085359,,,,,
KMeans_MinMaxScaler_Purchase Amount (USD)+Previous Purchases_k2,Purchase Amount (USD)+Previous Purchases,MinMaxScaler,KMeans,,2,0.35800273107157526,,,,,
AgglomerativeClustering_MinMaxScaler_Purchase Amount (USD)+Previous Purchases_k2,Purchase Amount (USD)+Previous Purchases,MinMaxScaler,AgglomerativeClustering,,2,0.3460407251913387,,,,,
KMeans_MinMaxScaler_Purchase Amount (USD)+Previous Purchases_k3,Purchase Amount (USD)+Previous Purchases,MinMaxScaler,KMeans,,3,0.37912315736385527,,,,,
