Config,Features,Scaler,Method,PCA_Components,Clusters,Silhouette,DBSCAN_eps,DBSCAN_min_samples,Noise_points,Age_Group,Subset_Size
AgglomerativeClustering_StandardScaler_Review Rating+Previous Purchases_k4,Review Rating+Previous Purchases,StandardScaler,AgglomerativeClustering,,4,0.33754987199106323,,,,,
KMeans_StandardScaler_Review Rating+Previous Purchases_k5,Review Rating+Previous Purchases,StandardScaler,KMeans,,5,0.3790863581115522,,,,,
AgglomerativeClustering_StandardScaler_Review Rating+Previous Purchases_k5,Review Rating+Previous Purchases,StandardScaler,AgglomerativeClustering,,5,0.30691676797789,,,,,
KMeans_StandardScaler_Review Rating+Previous Purchases_k6,Review Rating+Previous Purchases,StandardScaler,KMeans,,6,0.37261130373970575,,,,,
AgglomerativeClustering_StandardScaler_Review Rating+Previous Purchases_k6,Review Rating+Previous Purchases,StandardScaler,AgglomerativeClustering,,6,0.30553957924656144,,,,,
KMeans_StandardScaler_Review Rating+Previous Purchases_k7,Review Rating+Previous Purchases,StandardScaler,KMeans,,7,0.3676555339860611,,,,,
AgglomerativeClustering_StandardScaler_Review Rating+Previous Purchases_k7,Review Rating+Previous Purchases,StandardScaler,AgglomerativeClustering,,7,0.28081616343963,,,,,
KMeans_StandardScaler_Review Rating+Previous Purchases_k8,Review Rating+Previous Purchases,StandardScaler,KMeans,,8,0.3576288535302316,,,,,
AgglomerativeClustering_StandardScaler_Review Rating+Previous Purchases_k8,Review Rating+Previous Purchases,StandardScaler,AgglomerativeClustering,,8,0.27069858486921183,,,,,
KMeans_StandardScaler_Review Rating+Previous Purchases_k9,Review Rating+Previous Purchases,StandardScaler,KMeans,,9,0.3641928177095934,,,,,
AgglomerativeClustering_StandardScaler_Review Rating+Previous Purchases_k9,Review Rating+Previous Purchases,StandardScaler,AgglomerativeClustering,,9,0.2773714870557946,,,,,
KMeans_StandardScaler_Review Rating+Previous Purchases_k10,Review Rating+Previous Purchases,StandardScaler,KMeans,,10,0.36543369206425486,,,,,
AgglomerativeClustering_StandardScaler_Review Rating+Previous Purchases_k10,Review Rating+Previous Purchases,StandardScaler,AgglomerativeClustering,,10,0.28335383707465805,,,,,
KMeans_MinMaxScaler_Review Rating+Previous Purchases_k2,Review Rating+Previous Purchases,MinMaxScaler,KMeans,,2,0.3572661158769274,,,,,
AgglomerativeClustering_MinMaxScaler_Review Rating+Previous Purchases_k2,Review Rating+Previous Purchases,MinMaxScaler,AgglomerativeClustering,,2,0.30760815072603864,,,,,
KMeans_MinMaxScaler_Review Rating+Previous Purchases_k3,Review Rating+Previous Purchases,MinMaxScaler,KMeans,,3,0.37605611862977256,,,,,
AgglomerativeClustering_MinMaxScaler_Review Rating+Previous Purchases_k3,Review Rating+Previous Purchases,MinMaxScaler,AgglomerativeClustering,,3,0.30560370420744337,,,,,
KMeans_MinMaxScaler_Review Rating+Previous Purchases_k4,Review Rating+Previous Purchases,MinMaxScaler,KMeans,,4,0.404293703970496,,,,,
AgglomerativeClustering_MinMaxScaler_Review Rating+Previous Purchases_k4,Review Rating+Previous Purchases,MinMaxScaler,AgglomerativeClustering,,4,0.31516982231685436,,,,,
KMeans_MinMaxScaler_Review Rating+Previous Purchases_k5,Review Rating+Previous Purchases,MinMaxScaler,KMeans,,5,0.37891374318783255,,,,,
AgglomerativeClustering_MinMaxScaler_Review Rating+Previous Purchases_k5,Review Rating+Previous Purchases,MinMaxScaler,AgglomerativeClustering,,5,0.3128121932749727,,,,,
KMeans_MinMaxScaler_Review Rating+Previous Purchases_k6,Review Rating+Previous Purchases,MinMaxScaler,KMeans,,6,0.3542359572170056,,,,,
AgglomerativeClustering_MinMaxScaler_Review Rating+Previous Purchases_k6,Review Rating+Previous Purchases,MinMaxScaler,AgglomerativeClustering,,6,0.3505530237591863,,,,,
KMeans_MinMaxScaler_Review Rating+Previous Purchases_k7,Review Rating+Previous Purchases,MinMaxScaler,KMeans,,7,0.3703398908162466,,,,,
AgglomerativeClustering_MinMaxScaler_Review Rating+Previous Purchases_k7,Review Rating+Previous Purchases,MinMaxScaler,AgglomerativeClustering,,7,0.33519777668748524,,,,,
KMeans_MinMaxScaler_Review Rating+Previous Purchases_k8,Review Rating+Previous Purchases,MinMaxScaler,KMeans,,8,0.3620563991686096,,,,,
AgglomerativeClustering_MinMaxScaler_Review Rating+Previous Purchases_k8,Review Rating+Previous Purchases,MinMaxScaler,AgglomerativeClustering,,8,0.31077836587259183,,,,,
KMeans_MinMaxScaler_Review Rating+Previous Purchases_k9,Review Rating+Previous Purchases,MinMaxScaler,KMeans,,9,0.3631172257115024,,,,,
AgglomerativeClustering_MinMaxScaler_Review Rating+Previous Purchases_k9,Review Rating+Previous Purchases,MinMaxScaler,AgglomerativeClustering,,9,0.3111791182354295,,,,,
KMeans_MinMaxScaler_Review Rating+Previous Purchases_k10,Review Rating+Previous Purchases,MinMaxScaler,KMeans,,10,0.3672872065343323,,,,,
AgglomerativeClustering_MinMaxScaler_Review Rating+Previous Purchases_k10,Review Rating+Previous Purchases,MinMaxScaler,AgglomerativeClustering,,10,0.30447073005282727,,,,,
KMeans_MinMaxScaler_Review Rating+Previous Purchases_k2,Review Rating+Previous Purchases,MinMaxScaler,KMeans,,2,0.3572661158769274,,,,,
AgglomerativeClustering_MinMaxScaler_Review Rating+Previous Purchases_k2,Review Rating+Previous Purchases,MinMaxScaler,AgglomerativeClustering,,2,0.30760815072603864,,,,,
KMeans_MinMaxScaler_Review Rating+Previous Purchases_k3,Review Rating+Previous Purchases,MinMaxScaler,KMeans,,3,0.37605611862977256,,,,,
AgglomerativeClustering_MinMaxScaler_Review Rating+Previous Purchases_k3,Review Rating+Previous Purchases,MinMaxScaler,AgglomerativeClustering,,3,0.30560370420744337,,,,,
KMeans_MinMaxScaler_Review Rating+Previous Purchases_k4,Review Rating+Previous Purchases,MinMaxScaler,KMeans,,4,0.404293703970496,,,,,
AgglomerativeClustering_MinMaxScaler_Review Rating+Previous Purchases_k4,Review Rating+Previous Purchases,MinMaxScaler,AgglomerativeClustering,,4,0.31516982231685436,,,,,
KMeans_MinMaxScaler_Review Rating+Previous Purchases_k5,Review Rating+Previous Purchases,MinMaxScaler,KMeans,,5,0.37891374318783255,,,,,
AgglomerativeClustering_MinMaxScaler_Review Rating+Previous Purchases_k5,Review Rating+Previous Purchases,MinMaxScaler,AgglomerativeClustering,,5,0.3128121932749727,,,,,
KMeans_MinMaxScaler_Review Rating+Previous Purchases_k6,Review Rating+Previous Purchases,MinMaxScaler,KMeans,,6,0.3542359572170056,,,,,
AgglomerativeClustering_MinMaxScaler_Review Rating+Previous Purchases_k6,Review Rating+Previous Purchases,MinMaxScaler,AgglomerativeClustering,,6,0.3505530237591863,,,,,
KMeans_MinMaxScaler_Review Rating+Previous Purchases_k7,Review Rating+Previous Purchases,MinMaxScaler,KMeans,,7,0.3703398908162466,,,,,
AgglomerativeClustering_MinMaxScaler_Review Rating+Previous Purchases_k7,Review Rating+Previous Purchases,MinMaxScaler,AgglomerativeClustering,,7,0.33519777668748524,,,,,
KMeans_MinMaxScaler_Review Rating+Previous Purchases_k8,Review Rating+Previous Purchases,MinMaxScaler,KMeans,,8,0.3620563991686096,,,,,
AgglomerativeClustering_MinMaxScaler_Review Rating+Previous Purchases_k8,Review Rating+Previous Purchases,MinMaxScaler,AgglomerativeClustering,,8,0.31077836587259183,,,,,
KMeans_MinMaxScaler_Review Rating+Previous Purchases_k9,Review Rating+Previous Purchases,MinMaxScaler,KMeans,,9,0.3631172257115024,,,,,
AgglomerativeClustering_MinMaxScaler_Review Rating+Previous Purchases_k9,Review Rating+Previous Purchases,MinMaxScaler,AgglomerativeClustering,,9,0.3111791182354295,,,,,
KMeans_MinMaxScaler_Review Rating+Previous Purchases_k10,Review Rating+Previous Purchases,MinMaxScaler,KMeans,,10,0.3672872065343323,,,,,
AgglomerativeClustering_MinMaxScaler_Review Rating+Previous Purchases_k10,Review Rating+Previous Purchases,MinMaxScaler,AgglomerativeClustering,,10,0.30447073005282727,,,,,
KMeans_RobustScaler_Review Rating+Previous Purchases_k2,Review Rating+Previous Purchases,RobustScaler,KMeans,,2,0.3614857230212319,,,,,
AgglomerativeClustering_RobustScaler_Review Rating+Previous Purchases_k2,Review Rating+Previous Purchases,RobustScaler,AgglomerativeClustering,,2,0.3178925985522041,,,,,
KMeans_RobustScaler_Review Rating+Previous Purchases_k3,Review Rating+Previous Purchases,RobustScaler,KMeans,,3,0.3763909916844703,,,,,
AgglomerativeClustering_RobustScaler_Review Rating+Previous Purchases_k3,Review Rating+Previous Purchases,RobustScaler,AgglomerativeClustering,,3,0.3309250502772363,,,,,
KMeans_RobustScaler_Review Rating+Previous Purchases_k4,Review Rating+Previous Purchases,RobustScaler,KMeans,,4,0.4040330365577539,,,,,
AgglomerativeClustering_RobustScaler_Review Rating+Previous Purchases_k4,Review Rating+Previous Purchases,RobustScaler,AgglomerativeClustering,,4,0.33336112323224754,,,,,
KMeans_RobustScaler_Review Rating+Previous Purchases_k5,Review Rating+Previous Purchases,RobustScaler,KMeans,,5,0.38390616668454614,,,,,
AgglomerativeClustering_RobustScaler_Review Rating+Previous Purchases_k5,Review Rating+Previous Purchases,RobustScaler,AgglomerativeClustering,,5,0.32343708610924965,,,,,
KMeans_RobustScaler_Review Rating+Previous Purchases_k6,Review Rating+Previous Purchases,RobustScaler,KMeans,,6,0.35721737332262915,,,,,
AgglomerativeClustering_RobustScaler_Review Rating+Previous Purchases_k6,Review Rating+Previous Purchases,RobustScaler,AgglomerativeClustering,,6,0.3253172579605015,,,,,
KMeans_RobustScaler_Review Rating+Previous Purchases_k7,Review Rating+Previous Purchases,RobustScaler,KMeans,,7,0.37189780988657395,,,,,
AgglomerativeClustering_RobustScaler_Review Rating+Previous Purchases_k7,Review Rating+Previous Purchases,RobustScaler,AgglomerativeClustering,,7,0.3352695428029111,,,,,
KMeans_RobustScaler_Review Rating+Previous Purchases_k8,Review Rating+Previous Purchases,RobustScaler,KMeans,,8,0.36423365325857143,,,,,
AgglomerativeClustering_RobustScaler_Review Rating+Previous Purchases_k8,Review Rating+Previous Purchases,RobustScaler,AgglomerativeClustering,,8,0.3217459331555377,,,,,
KMeans_RobustScaler_Review Rating+Previous Purchases_k9,Review Rating+Previous Purchases,RobustScaler,KMeans,,9,0.36361935316527877,,,,,
AgglomerativeClustering_RobustScaler_Review Rating+Previous Purchases_k9,Review Rating+Previous Purchases,RobustScaler,AgglomerativeClustering,,9,0.30558105433372085,,,,,
KMeans_RobustScaler_Review Rating+Previous Purchases_k10,Review Rating+Previous Purchases,RobustScaler,KMeans,,10,0.36775662237985113,,,,,
AgglomerativeClustering_RobustScaler_Review Rating+Previous Purchases_k10,Review Rating+Previous Purchases,RobustScaler,AgglomerativeClustering,,10,0.30192967244323565,,,,,
KMeans_RobustScaler_Review Rating+Previous Purchases_k2,Review Rating+Previous Purchases,RobustScaler,KMeans,,2,0.3614857230212319,,,,,
AgglomerativeClustering_RobustScaler_Review Rating+Previous Purchases_k2,Review Rating+Previous Purchases,RobustScaler,AgglomerativeClustering,,2,0.3178925985522041,,,,,
KMeans_RobustScaler_Review Rating+Previous Purchases_k3,Review Rating+Previous Purchases,RobustScaler,KMeans,,3,0.3763909916844703,,,,,
AgglomerativeClustering_RobustScaler_Review Rating+Previous Purchases_k3,Review Rating+Previous Purchases,RobustScaler,AgglomerativeClustering,,3,0.3309250502772363,,,,,
KMeans_RobustScaler_Review Rating+Previous Purchases_k4,Review Rating+Previous Purchases,RobustScaler,KMeans,,4,0.4040330365577539,,,,,
AgglomerativeClustering_RobustScaler_Review Rating+Previous Purchases_k4,Review Rating+Previous Purchases,RobustScaler,AgglomerativeClustering,,4,0.33336112323224754,,,,,
KMeans_RobustScaler_Review Rating+Previous Purchases_k5,Review Rating+Previous Purchases,RobustScaler,KMeans,,5,0.38390616668454614,,,,,
AgglomerativeClustering_RobustScaler_Review Rating+Previous Purchases_k5,Review Rating+Previous Purchases,RobustScaler,AgglomerativeClustering,,5,0.32343708610924965,,,,,
KMeans_RobustScaler_Review Rating+Previous Purchases_k6,Review Rating+Previous Purchases,RobustScaler,KMeans,,6,0.35721737332262915,,,,,
AgglomerativeClustering_RobustScaler_Review Rating+Previous Purchases_k6,Review Rating+Previous Purchases,RobustScaler,AgglomerativeClustering,,6,0.3253172579605015,,,,,
KMeans_RobustScaler_Review Rating+Previous Purchases_k7,Review Rating+Previous Purchases,RobustScaler,KMeans,,7,0.37189780988657395,,,,,
AgglomerativeClustering_RobustScaler_Review Rating+Previous Purchases_k7,Review Rating+Previous Purchases,RobustScaler,AgglomerativeClustering,,7,0.3352695428029111,,,,,
KMeans_RobustScaler_Review Rating+Previous Purchases_k8,Review Rating+Previous Purchases,RobustScaler,KMeans,,8,0.36423365325857143,,,,,
AgglomerativeClustering_RobustScaler_Review Rating+Previous Purchases_k8,Review Rating+Previous Purchases,RobustScaler,AgglomerativeClustering,,8,0.3217459331555377,,,,,
KMeans_RobustScaler_Review Rating+Previous Purchases_k9,Review Rating+Previous Purchases,RobustScaler,KMeans,,9,0.36361935316527877,,,,,
AgglomerativeClustering_RobustScaler_Review Rating+Previous Purchases_k9,Review Rating+Previous Purchases,RobustScaler,AgglomerativeClustering,,9,0.30558105433372085,,,,,
KMeans_RobustScaler_Review Rating+Previous Purchases_k10,Review Rating+Previous Purchases,RobustScaler,KMeans,,10,0.36775662237985113,,,,,
AgglomerativeClustering_RobustScaler_Review Rating+Previous Purchases_k10,Review Rating+Previous Purchases,RobustScaler,AgglomerativeClustering,,10,0.30192967244323565,,,,,
KMeans_StandardScaler_Age+Purchase Amount (USD)+Previous Purchases_PCA2_k2,Age+Purchase Amount (USD)+Previous Purchases,StandardScaler,KMeans,2.0,2,0.3482374125330761,,,,,
AgglomerativeClustering_StandardScaler_Age+Purchase Amount (USD)+Previous Purchases_PCA2_k2,Age+Purchase Amount (USD)+Previous Purchases,StandardScaler,AgglomerativeClustering,2.0,2,0.26265401266905664,,,,,
KMeans_StandardScaler_Age+Purchase Amount (USD)+Previous Purchases_PCA2_k3,Age+Purchase Amount (USD)+Previous Purchases,StandardScaler,KMeans,2.0,3,0.3615307334976647,,,,,
AgglomerativeClustering_StandardScaler_Age+Purchase Amount (USD)+Previous Purchases_PCA2_k3,Age+Purchase Amount (USD)+Previous Purchases,StandardScaler,AgglomerativeClustering,2.0,3,0.3124600512911033,,,,,
KMeans_StandardScaler_Age+Purchase Amount (USD)+Previous Purchases_PCA2_k4,Age+Purchase Amount (USD)+Previous Purchases,StandardScaler,KMeans,2.0,4,0.3657154439467168,,,,,
AgglomerativeClustering_StandardScaler_Age+Purchase Amount (USD)+Previous Purchases_PCA2_k4,Age+Purchase Amount (USD)+Previous Purchases,StandardScaler,AgglomerativeClustering,2.0,4,0.2918732829814609,,,,,
KMeans_StandardScaler_Age+Purchase Amount (USD)+Previous Purchases_PCA2_k5,Age+Purchase Amount (USD)+Previous Purchases,StandardScaler,KMeans,2.0,5,0.34797948704473536,,,,,
AgglomerativeClustering_StandardScaler_Age+Purchase Amount (USD)+Previous Purchases_PCA2_k5,Age+Purchase Amount (USD)+Previous Purchases,StandardScaler,AgglomerativeClustering,2.0,5,0.25934318126615896,,,,,
KMeans_StandardScaler_Age+Purchase Amount (USD)+Previous Purchases_PCA2_k6,Age+Purchase Amount (USD)+Previous Purchases,StandardScaler,KMeans,2.0,6,0.3532171608605318,,,,,
AgglomerativeClustering_StandardScaler_Age+Purchase Amount (USD)+Previous Purchases_PCA2_k6,Age+Purchase Amount (USD)+Previous Purchases,StandardScaler,AgglomerativeClustering,2.0,6,0.29295338404347543,,,,,
KMeans_StandardScaler_Age+Purchase Amount (USD)+Previous Purchases_PCA2_k7,Age+Purchase Amount (USD)+Previous Purchases,StandardScaler,KMeans,2.0,7,0.35316329572266286,,,,,
AgglomerativeClustering_StandardScaler_Age+Purchase Amount (USD)+Previous Purchases_PCA2_k7,Age+Purchase Amount (USD)+Previous Purchases,StandardScaler,AgglomerativeClustering,2.0,7,0.2925681321769198,,,,,
KMeans_StandardScaler_Age+Purchase Amount (USD)+Previous Purchases_PCA2_k8,Age+Purchase Amount (USD)+Previous Purchases,StandardScaler,KMeans,2.0,8,0.35237535064651965,,,,,
AgglomerativeClustering_StandardScaler_Age+Purchase Amount (USD)+Previous Purchases_PCA2_k8,Age+Purchase Amount (USD)+Previous Purchases,StandardScaler,AgglomerativeClustering,2.0,8,0.2859136592669839,,,,,
KMeans_StandardScaler_Age+Purchase Amount (USD)+Previous Purchases_PCA2_k9,Age+Purchase Amount (USD)+Previous Purchases,StandardScaler,KMeans,2.0,9,0.3417891414963292,,,,,
AgglomerativeClustering_StandardScaler_Age+Purchase Amount (USD)+Previous Purchases_PCA2_k9,Age+Purchase Amount (USD)+Previous Purchases,StandardScaler,AgglomerativeClustering,2.0,9,0.2884264875977138,,,,,
KMeans_StandardScaler_Age+Purchase Amount (USD)+Previous Purchases_PCA2_k10,Age+Purchase Amount (USD)+Previous Purchases,StandardScaler,KMeans,2.0,10,0.3427630803933079,,,,,
AgglomerativeClustering_StandardScaler_Age+Purchase Amount (USD)+Previous Purchases_PCA2_k10,Age+Purchase Amount (USD)+Previous Purchases,StandardScaler,AgglomerativeClustering,2.0,10,0.2859327488926654,,,,,
KMeans_StandardScaler_Age+Purchase Amount (USD)+Previous Purchases_k2,Age+Purchase Amount (USD)+Previous Purchases,StandardScaler,KMeans,,2,0.24530278697265753,,,,,
AgglomerativeClustering_StandardScaler_Age+Purchase Amount (USD)+Previous Purchases_k2,Age+Purchase Amount (USD)+Previous Purchases,StandardScaler,AgglomerativeClustering,,2,0.2186817059243667,,,,,
KMeans_StandardScaler_Age+Purchase Amount (USD)+Previous Purchases_k3,Age+Purchase Amount (USD)+Previous Purchases,StandardScaler,KMeans,,3,0.24261790832873745,,,,,
AgglomerativeClustering_StandardScaler_Age+Purchase Amount (USD)+Previous Purchases_k3,Age+Purchase Amount (USD)+Previous Purchases,StandardScaler,AgglomerativeClustering,,3,0.20789550974495075,,,,,
KMeans_StandardScaler_Age+Purchase Amount (USD)+Previous Purchases_k4,Age+Purchase Amount (USD)+Previous Purchases,StandardScaler,KMeans,,4,0.26826362096931705,,,,,
AgglomerativeClustering_StandardScaler_Age+Purchase Amount (USD)+Previous Purchases_k4,Age+Purchase Amount (USD)+Previous Purchases,StandardScaler,AgglomerativeClustering,,4,0.2259676376428071,,,,,
KMeans_StandardScaler_Age+Purchase Amount (USD)+Previous Purchases_k5,Age+Purchase Amount (USD)+Previous Purchases,StandardScaler,KMeans,,5,0.27359124446546557,,,,,
AgglomerativeClustering_StandardScaler_Age+Purchase Amount (USD)+Previous Purchases_k5,Age+Purchase Amount (USD)+Previous Purchases,StandardScaler,AgglomerativeClustering,,5,0.22560128459753556,,,,,
KMeans_StandardScaler_Age+Purchase Amount (USD)+Previous Purchases_k6,Age+Purchase Amount (USD)+Previous Purchases,StandardScaler,KMeans,,6,0.29133951481776876,,,,,
AgglomerativeClustering_StandardScaler_Age+Purchase Amount (USD)+Previous Purchases_k6,Age+Purchase Amount (USD)+Previous Purchases,StandardScaler,AgglomerativeClustering,,6,0.21460785941117932,,,,,
KMeans_StandardScaler_Age+Purchase Amount (USD)+Previous Purchases_k7,Age+Purchase Amount (USD)+Previous Purchases,StandardScaler,KMeans,,7,0.2866601444678448,,,,,
AgglomerativeClustering_StandardScaler_Age+Purchase Amount (USD)+Previous Purchases_k7,Age+Purchase Amount (USD)+Previous Purchases,StandardScaler,AgglomerativeClustering,,7,0.20828660818448475,,,,,
KMeans_StandardScaler_Age+Purchase Amount (USD)+Previous Purchases_k8,Age+Purchase Amount (USD)+Previous Purchases,StandardScaler,KMeans,,8,0.2842736266451393,,,,,
AgglomerativeClustering_StandardScaler_Age+Purchase Amount (USD)+Previous Purchases_k8,Age+Purchase Amount (USD)+Previous Purchases,StandardScaler,AgglomerativeClustering,,8,0.2171774793232337,,,,,
KMeans_StandardScaler_Age+Purchase Amount (USD)+Previous Purchases_k9,Age+Purchase Amount (USD)+Previous Purchases,StandardScaler,KMeans,,9,0.2810794988314745,,,,,
AgglomerativeClustering_StandardScaler_Age+Purchase Amount (USD)+Previous Purchases_k9,Age+Purchase Amount (USD)+Previous Purchases,StandardScaler,AgglomerativeClustering,,9,0.20763655162178163,,,,,
KMeans_StandardScaler_Age+Purchase Amount (USD)+Previous Purchases_k10,Age+Purchase Amount (USD)+Previous Purchases,StandardScaler,KMeans,,10,0.271934548774425,,,,,
AgglomerativeClustering_StandardScaler_Age+Purchase Amount (USD)+Previous Purchases_k10,Age+Purchase Amount (USD)+Previous Purchases,StandardScaler,AgglomerativeClustering,,10,0.19297490792993557,,,,,
DBSCAN_StandardScaler_Age+Purchase Amount (USD)+Previous Purchases_eps0.3_ms10,Age+Purchase Amount (USD)+Previous Purchases,StandardScaler,DBSCAN,,2,0.15362837498189488,0.3,10.0,129.0,,
KMeans_MinMaxScaler_Age+Purchase Amount (USD)+Previous Purchases_PCA2_k2,Age+Purchase Amount (USD)+Previous Purchases,MinMaxScaler,KMeans,2.0,2,0.35427938520035024,,,,,
AgglomerativeClustering_MinMaxScaler_Age+Purchase Amount (USD)+Previous Purchases_PCA2_k2,Age+Purchase Amount (USD)+Previous Purchases,MinMaxScaler,AgglomerativeClustering,2.0,2,0.30690648971247997,,,,,
KMeans_MinMaxScaler_Age+Purchase Amount (USD)+Previous Purchases_PCA2_k3,Age+Purchase Amount (USD)+Previous Purchases,MinMaxScaler,KMeans,2.0,3,0.36364716029829863,,,,,
AgglomerativeClustering_MinMaxScaler_Age+Purchase Amount (USD)+Previous Purchases_PCA2_k3,Age+Purchase Amount (USD)+Previous Purchases,MinMaxScaler,AgglomerativeClustering,2.0,3,0.3106659360072443,,,,,
KMeans_MinMaxScaler_Age+Purchase Amount (USD)+Previous Purchases_PCA2_k4,Age+Purchase Amount (USD)+Previous Purchases,MinMaxScaler,KMeans,2.0,4,0.37402710620615254,,,,,
AgglomerativeClustering_MinMaxScaler_Age+Purchase Amount (USD)+Previous Purchases_PCA2_k4,Age+Purchase Amount (USD)+Previous Purchases,MinMaxScaler,AgglomerativeClustering,2.0,4,0.31617632010712104,,,,,
KMeans_MinMaxScaler_Age+Purchase Amount (USD)+Previous Purchases_PCA2_k5,Age+Purchase Amount (USD)+Previous Purchases,MinMaxScaler,KMeans,2.0,5,0.35283705975962715,,,,,
AgglomerativeClustering_MinMaxScaler_Age+Purchase Amount (USD)+Previous Purchases_PCA2_k5,Age+Purchase Amount (USD)+Previous Purchases,MinMaxScaler,AgglomerativeClustering,2.0,5,0.2977471975402573,,,,,
